2023-12-12 11:54:49 {"sensorData": "55","sensorId": "lpgOrj","timestamp": "2023-12-12T10:54:49.440Z"}
2023-12-12 11:59:35 {"sensorData": "36","sensorId": "BIDQ0f","timestamp": "2023-12-12T10:59:35.225Z"}
2023-12-12 11:59:35 {"sensorData": "81","sensorId": "YgKEtw","timestamp": "2023-12-12T10:59:35.275Z"}
2023-12-12 11:59:35 {"sensorData": "94","sensorId": "DwFGUW","timestamp": "2023-12-12T10:59:35.326Z"}
2023-12-12 11:59:35 {"sensorData": "5","sensorId": "igceeC","timestamp": "2023-12-12T10:59:35.376Z"}
2023-12-12 11:59:35 {"sensorData": "16","sensorId": "l10Kzt","timestamp": "2023-12-12T10:59:35.426Z"}
2023-12-12 11:59:35 {"sensorData": "26","sensorId": "nwJcAh","timestamp": "2023-12-12T10:59:35.477Z"}
2023-12-12 11:59:35 {"sensorData": "84","sensorId": "TDImYb","timestamp": "2023-12-12T10:59:35.527Z"}
2023-12-12 11:59:35 {"sensorData": "62","sensorId": "GXvM2v","timestamp": "2023-12-12T10:59:35.578Z"}
2023-12-12 11:59:35 {"sensorData": "12","sensorId": "4X4dOS","timestamp": "2023-12-12T10:59:35.628Z"}
2023-12-12 11:59:35 {"sensorData": "26","sensorId": "cc2nwA","timestamp": "2023-12-12T10:59:35.679Z"}
2023-12-12 11:59:35 {"sensorData": "15","sensorId": "XHRG9p","timestamp": "2023-12-12T10:59:35.729Z"}
2023-12-12 11:59:35 {"sensorData": "17","sensorId": "XpxraT","timestamp": "2023-12-12T10:59:35.779Z"}
2023-12-12 11:59:35 {"sensorData": "79","sensorId": "2cJV0B","timestamp": "2023-12-12T10:59:35.830Z"}
2023-12-12 11:59:35 {"sensorData": "10","sensorId": "CjACjr","timestamp": "2023-12-12T10:59:35.880Z"}
2023-12-12 11:59:35 {"sensorData": "32","sensorId": "GP1tmJ","timestamp": "2023-12-12T10:59:35.931Z"}
2023-12-12 11:59:35 {"sensorData": "9","sensorId": "jWG4b2","timestamp": "2023-12-12T10:59:35.981Z"}
2023-12-12 11:59:36 {"sensorData": "27","sensorId": "cLe2NL","timestamp": "2023-12-12T10:59:36.032Z"}
2023-12-12 11:59:36 {"sensorData": "71","sensorId": "Bcy2mW","timestamp": "2023-12-12T10:59:36.082Z"}
2023-12-12 11:59:36 {"sensorData": "4","sensorId": "td8ZS0","timestamp": "2023-12-12T10:59:36.132Z"}
2023-12-12 11:59:36 {"sensorData": "2","sensorId": "3x6ajA","timestamp": "2023-12-12T10:59:36.183Z"}
2023-12-12 11:59:36 {"sensorData": "99","sensorId": "lsgl1j","timestamp": "2023-12-12T10:59:36.233Z"}
2023-12-12 11:59:36 {"sensorData": "99","sensorId": "DSN2V9","timestamp": "2023-12-12T10:59:36.284Z"}
2023-12-12 11:59:36 {"sensorData": "68","sensorId": "5VdoX9","timestamp": "2023-12-12T10:59:36.334Z"}
2023-12-12 11:59:36 {"sensorData": "0","sensorId": "FZkwme","timestamp": "2023-12-12T10:59:36.385Z"}
2023-12-12 11:59:36 {"sensorData": "65","sensorId": "uDqDTw","timestamp": "2023-12-12T10:59:36.435Z"}
2023-12-12 11:59:36 {"sensorData": "6","sensorId": "JDNcmo","timestamp": "2023-12-12T10:59:36.485Z"}
2023-12-12 11:59:36 {"sensorData": "56","sensorId": "5nN07O","timestamp": "2023-12-12T10:59:36.536Z"}
2023-12-12 11:59:36 {"sensorData": "76","sensorId": "UNepBn","timestamp": "2023-12-12T10:59:36.586Z"}
2023-12-12 11:59:36 {"sensorData": "88","sensorId": "Nr57Sl","timestamp": "2023-12-12T10:59:36.637Z"}
2023-12-12 11:59:36 {"sensorData": "10","sensorId": "CFcb7O","timestamp": "2023-12-12T10:59:36.687Z"}
2023-12-12 11:59:36 {"sensorData": "69","sensorId": "j03eeE","timestamp": "2023-12-12T10:59:36.738Z"}
2023-12-12 11:59:36 {"sensorData": "10","sensorId": "bg4VU7","timestamp": "2023-12-12T10:59:36.788Z"}
2023-12-12 11:59:36 {"sensorData": "60","sensorId": "lkGWBB","timestamp": "2023-12-12T10:59:36.839Z"}
2023-12-12 11:59:36 {"sensorData": "8","sensorId": "iKgKgh","timestamp": "2023-12-12T10:59:36.889Z"}
2023-12-12 11:59:36 {"sensorData": "33","sensorId": "dVIkLz","timestamp": "2023-12-12T10:59:36.939Z"}
2023-12-12 11:59:36 {"sensorData": "48","sensorId": "N2eM86","timestamp": "2023-12-12T10:59:36.990Z"}
2023-12-12 11:59:37 {"sensorData": "81","sensorId": "S3s1bY","timestamp": "2023-12-12T10:59:37.040Z"}
2023-12-12 11:59:37 {"sensorData": "82","sensorId": "BowJYA","timestamp": "2023-12-12T10:59:37.091Z"}
2023-12-12 11:59:37 {"sensorData": "97","sensorId": "2HO3sm","timestamp": "2023-12-12T10:59:37.141Z"}
2023-12-12 11:59:37 {"sensorData": "75","sensorId": "2JnFBp","timestamp": "2023-12-12T10:59:37.192Z"}
2023-12-12 11:59:37 {"sensorData": "32","sensorId": "AkBgdT","timestamp": "2023-12-12T10:59:37.242Z"}
2023-12-12 11:59:37 {"sensorData": "82","sensorId": "dIKEW4","timestamp": "2023-12-12T10:59:37.292Z"}
2023-12-12 11:59:37 {"sensorData": "55","sensorId": "Iukz2W","timestamp": "2023-12-12T10:59:37.343Z"}
2023-12-12 11:59:37 {"sensorData": "86","sensorId": "i8uaHH","timestamp": "2023-12-12T10:59:37.393Z"}
2023-12-12 11:59:37 {"sensorData": "86","sensorId": "7XMv5d","timestamp": "2023-12-12T10:59:37.444Z"}
2023-12-12 11:59:37 {"sensorData": "65","sensorId": "6Xx9t5","timestamp": "2023-12-12T10:59:37.494Z"}
2023-12-12 11:59:37 {"sensorData": "21","sensorId": "dZGLiO","timestamp": "2023-12-12T10:59:37.545Z"}
2023-12-12 11:59:37 {"sensorData": "64","sensorId": "aAriwL","timestamp": "2023-12-12T10:59:37.595Z"}
2023-12-12 11:59:37 {"sensorData": "75","sensorId": "2gNZ1n","timestamp": "2023-12-12T10:59:37.646Z"}
2023-12-12 11:59:37 {"sensorData": "32","sensorId": "WoJT95","timestamp": "2023-12-12T10:59:37.696Z"}
2023-12-12 11:59:37 {"sensorData": "34","sensorId": "s0mvOQ","timestamp": "2023-12-12T10:59:37.746Z"}
2023-12-12 11:59:37 {"sensorData": "77","sensorId": "Wt3UTi","timestamp": "2023-12-12T10:59:37.797Z"}
2023-12-12 11:59:37 {"sensorData": "40","sensorId": "eT76YK","timestamp": "2023-12-12T10:59:37.847Z"}
2023-12-12 11:59:37 {"sensorData": "43","sensorId": "NV3AaC","timestamp": "2023-12-12T10:59:37.898Z"}
2023-12-12 11:59:37 {"sensorData": "69","sensorId": "9xZqm9","timestamp": "2023-12-12T10:59:37.948Z"}
2023-12-12 11:59:37 {"sensorData": "99","sensorId": "0OCM7w","timestamp": "2023-12-12T10:59:37.999Z"}
2023-12-12 11:59:38 {"sensorData": "58","sensorId": "OEkSmi","timestamp": "2023-12-12T10:59:38.049Z"}
2023-12-12 11:59:38 {"sensorData": "86","sensorId": "8QxLCq","timestamp": "2023-12-12T10:59:38.099Z"}
2023-12-12 11:59:38 {"sensorData": "89","sensorId": "ARize6","timestamp": "2023-12-12T10:59:38.150Z"}
2023-12-12 11:59:38 {"sensorData": "9","sensorId": "o3neHP","timestamp": "2023-12-12T10:59:38.200Z"}
2023-12-12 11:59:38 {"sensorData": "98","sensorId": "C98hCj","timestamp": "2023-12-12T10:59:38.251Z"}
2023-12-12 11:59:38 {"sensorData": "19","sensorId": "OrCK7Z","timestamp": "2023-12-12T10:59:38.301Z"}
2023-12-12 11:59:38 {"sensorData": "19","sensorId": "zelZVr","timestamp": "2023-12-12T10:59:38.351Z"}
2023-12-12 11:59:38 {"sensorData": "93","sensorId": "XnYcfb","timestamp": "2023-12-12T10:59:38.402Z"}
2023-12-12 11:59:38 {"sensorData": "76","sensorId": "KPTdOR","timestamp": "2023-12-12T10:59:38.452Z"}
2023-12-12 11:59:38 {"sensorData": "78","sensorId": "e07Qhz","timestamp": "2023-12-12T10:59:38.503Z"}
2023-12-12 11:59:38 {"sensorData": "14","sensorId": "fnCCrN","timestamp": "2023-12-12T10:59:38.553Z"}
2023-12-12 11:59:38 {"sensorData": "42","sensorId": "a4BXgp","timestamp": "2023-12-12T10:59:38.604Z"}
2023-12-12 11:59:38 {"sensorData": "11","sensorId": "jp2T2L","timestamp": "2023-12-12T10:59:38.654Z"}
2023-12-12 11:59:38 {"sensorData": "98","sensorId": "Gs4Jj2","timestamp": "2023-12-12T10:59:38.704Z"}
2023-12-12 11:59:38 {"sensorData": "53","sensorId": "opGtC6","timestamp": "2023-12-12T10:59:38.755Z"}
2023-12-12 11:59:38 {"sensorData": "56","sensorId": "TH8Rzx","timestamp": "2023-12-12T10:59:38.805Z"}
2023-12-12 11:59:38 {"sensorData": "67","sensorId": "DMqMZi","timestamp": "2023-12-12T10:59:38.856Z"}
2023-12-12 11:59:38 {"sensorData": "10","sensorId": "RTgmcb","timestamp": "2023-12-12T10:59:38.906Z"}
2023-12-12 11:59:38 {"sensorData": "9","sensorId": "j18xgE","timestamp": "2023-12-12T10:59:38.957Z"}
2023-12-12 11:59:39 {"sensorData": "97","sensorId": "Hyxo5v","timestamp": "2023-12-12T10:59:39.007Z"}
2023-12-12 11:59:39 {"sensorData": "8","sensorId": "tSBWsR","timestamp": "2023-12-12T10:59:39.057Z"}
2023-12-12 11:59:39 {"sensorData": "83","sensorId": "iYTXHZ","timestamp": "2023-12-12T10:59:39.108Z"}
2023-12-12 11:59:39 {"sensorData": "99","sensorId": "H0SQPR","timestamp": "2023-12-12T10:59:39.158Z"}
2023-12-12 11:59:39 {"sensorData": "64","sensorId": "WjRrIe","timestamp": "2023-12-12T10:59:39.209Z"}
2023-12-12 11:59:39 {"sensorData": "51","sensorId": "BxBUf0","timestamp": "2023-12-12T10:59:39.259Z"}
2023-12-12 11:59:39 {"sensorData": "37","sensorId": "vG4BuN","timestamp": "2023-12-12T10:59:39.310Z"}
2023-12-12 11:59:39 {"sensorData": "33","sensorId": "1Cmxr5","timestamp": "2023-12-12T10:59:39.360Z"}
2023-12-12 11:59:39 {"sensorData": "29","sensorId": "4KfOTU","timestamp": "2023-12-12T10:59:39.411Z"}
2023-12-12 11:59:39 {"sensorData": "79","sensorId": "pYBPl2","timestamp": "2023-12-12T10:59:39.461Z"}
2023-12-12 11:59:39 {"sensorData": "23","sensorId": "oT4IpW","timestamp": "2023-12-12T10:59:39.511Z"}
2023-12-12 11:59:39 {"sensorData": "75","sensorId": "Hzoy0B","timestamp": "2023-12-12T10:59:39.562Z"}
2023-12-12 11:59:39 {"sensorData": "77","sensorId": "fuX940","timestamp": "2023-12-12T10:59:39.612Z"}
2023-12-12 11:59:39 {"sensorData": "96","sensorId": "LLH1x8","timestamp": "2023-12-12T10:59:39.663Z"}
2023-12-12 11:59:39 {"sensorData": "50","sensorId": "HZ3TIY","timestamp": "2023-12-12T10:59:39.713Z"}
2023-12-12 11:59:39 {"sensorData": "61","sensorId": "VIrs8F","timestamp": "2023-12-12T10:59:39.763Z"}
2023-12-12 11:59:39 {"sensorData": "30","sensorId": "W4y1oj","timestamp": "2023-12-12T10:59:39.814Z"}
2023-12-12 11:59:39 {"sensorData": "96","sensorId": "g9ASI8","timestamp": "2023-12-12T10:59:39.864Z"}
2023-12-12 11:59:39 {"sensorData": "17","sensorId": "64dBT6","timestamp": "2023-12-12T10:59:39.915Z"}
2023-12-12 11:59:39 {"sensorData": "58","sensorId": "pSCarT","timestamp": "2023-12-12T10:59:39.965Z"}
2023-12-12 11:59:40 {"sensorData": "12","sensorId": "nm39fp","timestamp": "2023-12-12T10:59:40.016Z"}
2023-12-12 11:59:40 {"sensorData": "14","sensorId": "tyKyv9","timestamp": "2023-12-12T10:59:40.066Z"}
2023-12-12 11:59:40 {"sensorData": "14","sensorId": "47NY1Q","timestamp": "2023-12-12T10:59:40.116Z"}
2023-12-12 11:59:40 {"sensorData": "29","sensorId": "JKzYtZ","timestamp": "2023-12-12T10:59:40.167Z"}
2023-12-12 11:59:40 {"sensorData": "79","sensorId": "IGdVT4","timestamp": "2023-12-12T10:59:40.217Z"}
2023-12-12 11:59:40 {"sensorData": "44","sensorId": "YjEfFc","timestamp": "2023-12-12T10:59:40.268Z"}
2023-12-12 11:59:40 {"sensorData": "25","sensorId": "1bHT6i","timestamp": "2023-12-12T10:59:40.318Z"}
2023-12-12 11:59:40 {"sensorData": "47","sensorId": "WWUvxh","timestamp": "2023-12-12T10:59:40.369Z"}
2023-12-12 11:59:40 {"sensorData": "43","sensorId": "O76mD8","timestamp": "2023-12-12T10:59:40.419Z"}
2023-12-12 11:59:40 {"sensorData": "49","sensorId": "k2L8ad","timestamp": "2023-12-12T10:59:40.470Z"}
2023-12-12 11:59:40 {"sensorData": "92","sensorId": "FfDwh9","timestamp": "2023-12-12T10:59:40.520Z"}
2023-12-12 11:59:40 {"sensorData": "87","sensorId": "bhKX2s","timestamp": "2023-12-12T10:59:40.570Z"}
2023-12-12 11:59:40 {"sensorData": "46","sensorId": "pAq3xm","timestamp": "2023-12-12T10:59:40.621Z"}
2023-12-12 11:59:40 {"sensorData": "13","sensorId": "0k69bH","timestamp": "2023-12-12T10:59:40.672Z"}
2023-12-12 11:59:40 {"sensorData": "17","sensorId": "bK7ENz","timestamp": "2023-12-12T10:59:40.722Z"}
2023-12-12 11:59:40 {"sensorData": "29","sensorId": "Sy2UDB","timestamp": "2023-12-12T10:59:40.772Z"}
2023-12-12 11:59:40 {"sensorData": "15","sensorId": "tTOIj4","timestamp": "2023-12-12T10:59:40.823Z"}
2023-12-12 11:59:40 {"sensorData": "37","sensorId": "GeCvnw","timestamp": "2023-12-12T10:59:40.873Z"}
2023-12-12 11:59:40 {"sensorData": "92","sensorId": "o3pnBl","timestamp": "2023-12-12T10:59:40.923Z"}
2023-12-12 11:59:40 {"sensorData": "1","sensorId": "fKGV6z","timestamp": "2023-12-12T10:59:40.974Z"}
2023-12-12 11:59:41 {"sensorData": "61","sensorId": "x0bRJN","timestamp": "2023-12-12T10:59:41.024Z"}
2023-12-12 11:59:41 {"sensorData": "51","sensorId": "TFNnJd","timestamp": "2023-12-12T10:59:41.075Z"}
2023-12-12 11:59:41 {"sensorData": "44","sensorId": "WAYare","timestamp": "2023-12-12T10:59:41.125Z"}
2023-12-12 11:59:41 {"sensorData": "55","sensorId": "Rn5UVB","timestamp": "2023-12-12T10:59:41.176Z"}
2023-12-12 11:59:41 {"sensorData": "87","sensorId": "PYbaOa","timestamp": "2023-12-12T10:59:41.226Z"}
2023-12-12 11:59:41 {"sensorData": "79","sensorId": "mN35iE","timestamp": "2023-12-12T10:59:41.277Z"}
2023-12-12 11:59:41 {"sensorData": "2","sensorId": "PHNC5B","timestamp": "2023-12-12T10:59:41.327Z"}
2023-12-12 11:59:41 {"sensorData": "10","sensorId": "lDO2OH","timestamp": "2023-12-12T10:59:41.377Z"}
2023-12-12 11:59:41 {"sensorData": "20","sensorId": "z6heVg","timestamp": "2023-12-12T10:59:41.428Z"}
2023-12-12 11:59:41 {"sensorData": "49","sensorId": "zgUJRL","timestamp": "2023-12-12T10:59:41.478Z"}
2023-12-12 11:59:41 {"sensorData": "68","sensorId": "XfJDNm","timestamp": "2023-12-12T10:59:41.529Z"}
2023-12-12 11:59:41 {"sensorData": "37","sensorId": "GLvRd7","timestamp": "2023-12-12T10:59:41.579Z"}
2023-12-12 11:59:41 {"sensorData": "41","sensorId": "REjfzp","timestamp": "2023-12-12T10:59:41.630Z"}
2023-12-12 11:59:41 {"sensorData": "5","sensorId": "kvkHA5","timestamp": "2023-12-12T10:59:41.680Z"}
2023-12-12 11:59:41 {"sensorData": "43","sensorId": "fGJ3Mi","timestamp": "2023-12-12T10:59:41.731Z"}
2023-12-12 11:59:41 {"sensorData": "86","sensorId": "nspR4I","timestamp": "2023-12-12T10:59:41.781Z"}
2023-12-12 11:59:41 {"sensorData": "29","sensorId": "5G6M8e","timestamp": "2023-12-12T10:59:41.831Z"}
2023-12-12 11:59:41 {"sensorData": "45","sensorId": "vtZFM9","timestamp": "2023-12-12T10:59:41.882Z"}
2023-12-12 11:59:41 {"sensorData": "97","sensorId": "c2ggxN","timestamp": "2023-12-12T10:59:41.932Z"}
2023-12-12 11:59:41 {"sensorData": "29","sensorId": "7WticG","timestamp": "2023-12-12T10:59:41.982Z"}
2023-12-12 11:59:42 {"sensorData": "29","sensorId": "4cmZGh","timestamp": "2023-12-12T10:59:42.033Z"}
2023-12-12 11:59:42 {"sensorData": "68","sensorId": "DlfYC4","timestamp": "2023-12-12T10:59:42.083Z"}
2023-12-12 11:59:42 {"sensorData": "76","sensorId": "e2tfSx","timestamp": "2023-12-12T10:59:42.134Z"}
2023-12-12 11:59:42 {"sensorData": "17","sensorId": "daiaUz","timestamp": "2023-12-12T10:59:42.184Z"}
2023-12-12 11:59:42 {"sensorData": "20","sensorId": "X36R5i","timestamp": "2023-12-12T10:59:42.234Z"}
2023-12-12 11:59:42 {"sensorData": "87","sensorId": "An53wa","timestamp": "2023-12-12T10:59:42.285Z"}
2023-12-12 11:59:42 {"sensorData": "89","sensorId": "Y391Tq","timestamp": "2023-12-12T10:59:42.335Z"}
2023-12-12 11:59:42 {"sensorData": "72","sensorId": "zLdDMj","timestamp": "2023-12-12T10:59:42.386Z"}
2023-12-12 11:59:42 {"sensorData": "45","sensorId": "uGIhxE","timestamp": "2023-12-12T10:59:42.436Z"}
2023-12-12 11:59:42 {"sensorData": "81","sensorId": "qKqQYl","timestamp": "2023-12-12T10:59:42.487Z"}
2023-12-12 11:59:42 {"sensorData": "19","sensorId": "kjp7am","timestamp": "2023-12-12T10:59:42.537Z"}
2023-12-12 11:59:42 {"sensorData": "30","sensorId": "TBQhcT","timestamp": "2023-12-12T10:59:42.587Z"}
2023-12-12 11:59:42 {"sensorData": "72","sensorId": "M0b7wH","timestamp": "2023-12-12T10:59:42.638Z"}
2023-12-12 11:59:42 {"sensorData": "6","sensorId": "TbX7Kd","timestamp": "2023-12-12T10:59:42.688Z"}
2023-12-12 11:59:42 {"sensorData": "82","sensorId": "wmnEwA","timestamp": "2023-12-12T10:59:42.739Z"}
2023-12-12 11:59:42 {"sensorData": "27","sensorId": "wNnee1","timestamp": "2023-12-12T10:59:42.789Z"}
2023-12-12 11:59:42 {"sensorData": "31","sensorId": "eITPyS","timestamp": "2023-12-12T10:59:42.839Z"}
2023-12-12 11:59:42 {"sensorData": "38","sensorId": "SqMzpy","timestamp": "2023-12-12T10:59:42.890Z"}
2023-12-12 11:59:42 {"sensorData": "99","sensorId": "ZBbjMm","timestamp": "2023-12-12T10:59:42.940Z"}
2023-12-12 11:59:42 {"sensorData": "4","sensorId": "6Nfqor","timestamp": "2023-12-12T10:59:42.991Z"}
2023-12-12 11:59:43 {"sensorData": "76","sensorId": "qiDuRm","timestamp": "2023-12-12T10:59:43.041Z"}
2023-12-12 11:59:43 {"sensorData": "73","sensorId": "f3HWjk","timestamp": "2023-12-12T10:59:43.092Z"}
2023-12-12 11:59:43 {"sensorData": "65","sensorId": "yIGm7H","timestamp": "2023-12-12T10:59:43.142Z"}
2023-12-12 11:59:43 {"sensorData": "67","sensorId": "JS9Ftd","timestamp": "2023-12-12T10:59:43.192Z"}
2023-12-12 11:59:43 {"sensorData": "52","sensorId": "FueVAG","timestamp": "2023-12-12T10:59:43.243Z"}
2023-12-12 11:59:43 {"sensorData": "49","sensorId": "hQblJI","timestamp": "2023-12-12T10:59:43.293Z"}
2023-12-12 11:59:43 {"sensorData": "85","sensorId": "SQefmL","timestamp": "2023-12-12T10:59:43.344Z"}
2023-12-12 11:59:43 {"sensorData": "29","sensorId": "igKPYK","timestamp": "2023-12-12T10:59:43.394Z"}
2023-12-12 11:59:43 {"sensorData": "41","sensorId": "fL3K35","timestamp": "2023-12-12T10:59:43.445Z"}
2023-12-12 11:59:43 {"sensorData": "63","sensorId": "tBxziw","timestamp": "2023-12-12T10:59:43.495Z"}
2023-12-12 11:59:43 {"sensorData": "58","sensorId": "P2ByJF","timestamp": "2023-12-12T10:59:43.545Z"}
2023-12-12 11:59:43 {"sensorData": "49","sensorId": "TgS1ns","timestamp": "2023-12-12T10:59:43.596Z"}
2023-12-12 11:59:43 {"sensorData": "9","sensorId": "90OfBF","timestamp": "2023-12-12T10:59:43.646Z"}
2023-12-12 11:59:43 {"sensorData": "99","sensorId": "sA9M2u","timestamp": "2023-12-12T10:59:43.697Z"}
2023-12-12 11:59:43 {"sensorData": "7","sensorId": "8OFNG6","timestamp": "2023-12-12T10:59:43.747Z"}
2023-12-12 11:59:43 {"sensorData": "85","sensorId": "dBAXIg","timestamp": "2023-12-12T10:59:43.797Z"}
2023-12-12 11:59:43 {"sensorData": "72","sensorId": "TxfSlT","timestamp": "2023-12-12T10:59:43.848Z"}
2023-12-12 11:59:43 {"sensorData": "31","sensorId": "LmB3Ny","timestamp": "2023-12-12T10:59:43.898Z"}
2023-12-12 11:59:43 {"sensorData": "67","sensorId": "DSABw5","timestamp": "2023-12-12T10:59:43.949Z"}
2023-12-12 11:59:44 {"sensorData": "82","sensorId": "0Zc4rA","timestamp": "2023-12-12T10:59:43.999Z"}
2023-12-12 11:59:44 {"sensorData": "11","sensorId": "XFpG0v","timestamp": "2023-12-12T10:59:44.050Z"}
2023-12-12 11:59:44 {"sensorData": "62","sensorId": "9caKpz","timestamp": "2023-12-12T10:59:44.100Z"}
2023-12-12 11:59:44 {"sensorData": "10","sensorId": "2X5vDw","timestamp": "2023-12-12T10:59:44.150Z"}
2023-12-12 11:59:44 {"sensorData": "74","sensorId": "XpWNfW","timestamp": "2023-12-12T10:59:44.201Z"}
2023-12-12 11:59:44 {"sensorData": "3","sensorId": "ulkhQA","timestamp": "2023-12-12T10:59:44.251Z"}
2023-12-12 11:59:44 {"sensorData": "81","sensorId": "EVXDXV","timestamp": "2023-12-12T10:59:44.302Z"}
2023-12-12 11:59:44 {"sensorData": "18","sensorId": "ckG45z","timestamp": "2023-12-12T10:59:44.352Z"}
2023-12-12 11:59:44 {"sensorData": "55","sensorId": "yT7l7U","timestamp": "2023-12-12T10:59:44.403Z"}
2023-12-12 11:59:44 {"sensorData": "97","sensorId": "cGuuRD","timestamp": "2023-12-12T10:59:44.453Z"}
2023-12-12 11:59:44 {"sensorData": "71","sensorId": "v3aZOV","timestamp": "2023-12-12T10:59:44.503Z"}
2023-12-12 11:59:44 {"sensorData": "23","sensorId": "BHtCPX","timestamp": "2023-12-12T10:59:44.554Z"}
2023-12-12 11:59:44 {"sensorData": "90","sensorId": "LmI94F","timestamp": "2023-12-12T10:59:44.605Z"}
2023-12-12 11:59:44 {"sensorData": "65","sensorId": "1p61Uo","timestamp": "2023-12-12T10:59:44.655Z"}
2023-12-12 11:59:44 {"sensorData": "85","sensorId": "zRKVKK","timestamp": "2023-12-12T10:59:44.705Z"}
2023-12-12 11:59:44 {"sensorData": "92","sensorId": "mtZM0g","timestamp": "2023-12-12T10:59:44.756Z"}
2023-12-12 11:59:44 {"sensorData": "0","sensorId": "G3yfe4","timestamp": "2023-12-12T10:59:44.806Z"}
2023-12-12 11:59:44 {"sensorData": "32","sensorId": "8AlXNf","timestamp": "2023-12-12T10:59:44.857Z"}
2023-12-12 11:59:44 {"sensorData": "10","sensorId": "xsXX9x","timestamp": "2023-12-12T10:59:44.907Z"}
2023-12-12 11:59:44 {"sensorData": "24","sensorId": "I5cUo0","timestamp": "2023-12-12T10:59:44.957Z"}
2023-12-12 11:59:45 {"sensorData": "34","sensorId": "d6yH0X","timestamp": "2023-12-12T10:59:45.008Z"}
2023-12-12 11:59:45 {"sensorData": "72","sensorId": "4RM0fW","timestamp": "2023-12-12T10:59:45.058Z"}
2023-12-12 11:59:45 {"sensorData": "35","sensorId": "T1pejc","timestamp": "2023-12-12T10:59:45.109Z"}
2023-12-12 11:59:45 {"sensorData": "63","sensorId": "hxvPqw","timestamp": "2023-12-12T10:59:45.159Z"}
2023-12-12 11:59:45 {"sensorData": "93","sensorId": "EmUFii","timestamp": "2023-12-12T10:59:45.210Z"}
2023-12-12 11:59:45 {"sensorData": "94","sensorId": "83M0Jp","timestamp": "2023-12-12T10:59:45.260Z"}
2023-12-12 11:59:45 {"sensorData": "78","sensorId": "Obrv0G","timestamp": "2023-12-12T10:59:45.310Z"}
2023-12-12 11:59:45 {"sensorData": "14","sensorId": "aGnh1H","timestamp": "2023-12-12T10:59:45.361Z"}
2023-12-12 11:59:45 {"sensorData": "82","sensorId": "h3jKf1","timestamp": "2023-12-12T10:59:45.411Z"}
2023-12-12 11:59:45 {"sensorData": "83","sensorId": "naik1S","timestamp": "2023-12-12T10:59:45.462Z"}
2023-12-12 11:59:45 {"sensorData": "52","sensorId": "A7Pd64","timestamp": "2023-12-12T10:59:45.512Z"}
2023-12-12 11:59:45 {"sensorData": "2","sensorId": "XzUX58","timestamp": "2023-12-12T10:59:45.563Z"}
2023-12-12 11:59:45 {"sensorData": "10","sensorId": "VDM2wT","timestamp": "2023-12-12T10:59:45.613Z"}
2023-12-12 11:59:45 {"sensorData": "58","sensorId": "zLIMJO","timestamp": "2023-12-12T10:59:45.663Z"}
2023-12-12 11:59:45 {"sensorData": "54","sensorId": "ywTZsw","timestamp": "2023-12-12T10:59:45.714Z"}
2023-12-12 11:59:45 {"sensorData": "10","sensorId": "oqm9P7","timestamp": "2023-12-12T10:59:45.764Z"}
2023-12-12 11:59:45 {"sensorData": "16","sensorId": "J5Muym","timestamp": "2023-12-12T10:59:45.815Z"}
2023-12-12 11:59:45 {"sensorData": "80","sensorId": "S6NhFl","timestamp": "2023-12-12T10:59:45.865Z"}
2023-12-12 11:59:45 {"sensorData": "17","sensorId": "cXCAhl","timestamp": "2023-12-12T10:59:45.916Z"}
2023-12-12 11:59:45 {"sensorData": "53","sensorId": "zFfMVs","timestamp": "2023-12-12T10:59:45.966Z"}
2023-12-12 11:59:46 {"sensorData": "89","sensorId": "zpu6i6","timestamp": "2023-12-12T10:59:46.016Z"}
2023-12-12 11:59:46 {"sensorData": "54","sensorId": "Ehymdb","timestamp": "2023-12-12T10:59:46.067Z"}
2023-12-12 11:59:46 {"sensorData": "71","sensorId": "GkaI7C","timestamp": "2023-12-12T10:59:46.117Z"}
2023-12-12 11:59:46 {"sensorData": "12","sensorId": "dLmCgp","timestamp": "2023-12-12T10:59:46.168Z"}
2023-12-12 11:59:46 {"sensorData": "44","sensorId": "0FMnS6","timestamp": "2023-12-12T10:59:46.218Z"}
2023-12-12 11:59:46 {"sensorData": "93","sensorId": "00xu7V","timestamp": "2023-12-12T10:59:46.269Z"}
2023-12-12 11:59:46 {"sensorData": "32","sensorId": "8VXE5Y","timestamp": "2023-12-12T10:59:46.319Z"}
2023-12-12 11:59:46 {"sensorData": "66","sensorId": "1o94Yl","timestamp": "2023-12-12T10:59:46.370Z"}
2023-12-12 11:59:46 {"sensorData": "84","sensorId": "4AxS67","timestamp": "2023-12-12T10:59:46.420Z"}
2023-12-12 11:59:46 {"sensorData": "17","sensorId": "O3eDRz","timestamp": "2023-12-12T10:59:46.471Z"}
2023-12-12 11:59:46 {"sensorData": "1","sensorId": "PjqL4d","timestamp": "2023-12-12T10:59:46.521Z"}
2023-12-12 11:59:46 {"sensorData": "66","sensorId": "XZgOcf","timestamp": "2023-12-12T10:59:46.572Z"}
2023-12-12 11:59:46 {"sensorData": "62","sensorId": "0qZSPk","timestamp": "2023-12-12T10:59:46.622Z"}
2023-12-12 11:59:46 {"sensorData": "55","sensorId": "Lhun8z","timestamp": "2023-12-12T10:59:46.672Z"}
2023-12-12 11:59:46 {"sensorData": "14","sensorId": "PWAs5O","timestamp": "2023-12-12T10:59:46.723Z"}
