2023-12-12 12:56:54 {"sensorData": "7","sensorId": "9kuZGY","timestamp": "2023-12-12T11:56:54.022Z"}
2023-12-12 12:58:37 {"sensorData": "79","sensorId": "HrJq5l","timestamp": "2023-12-12T11:58:37.299Z"}
2023-12-12 12:58:37 {"sensorData": "14","sensorId": "uQshwZ","timestamp": "2023-12-12T11:58:37.324Z"}
2023-12-12 12:58:37 {"sensorData": "77","sensorId": "jZAUiQ","timestamp": "2023-12-12T11:58:37.349Z"}
2023-12-12 12:58:37 {"sensorData": "53","sensorId": "Ho7UNH","timestamp": "2023-12-12T11:58:37.375Z"}
2023-12-12 12:58:37 {"sensorData": "91","sensorId": "rVMZbl","timestamp": "2023-12-12T11:58:37.400Z"}
2023-12-12 12:58:37 {"sensorData": "11","sensorId": "6uVpbd","timestamp": "2023-12-12T11:58:37.426Z"}
2023-12-12 12:58:37 {"sensorData": "78","sensorId": "x0fEQF","timestamp": "2023-12-12T11:58:37.451Z"}
2023-12-12 12:58:37 {"sensorData": "78","sensorId": "Wmvtyr","timestamp": "2023-12-12T11:58:37.477Z"}
2023-12-12 12:58:37 {"sensorData": "85","sensorId": "bWmtGZ","timestamp": "2023-12-12T11:58:37.502Z"}
2023-12-12 12:58:37 {"sensorData": "56","sensorId": "H8jBt3","timestamp": "2023-12-12T11:58:37.528Z"}
2023-12-12 12:58:37 {"sensorData": "42","sensorId": "u6bPXg","timestamp": "2023-12-12T11:58:37.553Z"}
2023-12-12 12:58:37 {"sensorData": "13","sensorId": "BMwnWP","timestamp": "2023-12-12T11:58:37.578Z"}
2023-12-12 12:58:37 {"sensorData": "26","sensorId": "k6FkTS","timestamp": "2023-12-12T11:58:37.604Z"}
2023-12-12 12:58:37 {"sensorData": "69","sensorId": "pFJUDQ","timestamp": "2023-12-12T11:58:37.629Z"}
2023-12-12 12:58:37 {"sensorData": "85","sensorId": "WJ0eE1","timestamp": "2023-12-12T11:58:37.655Z"}
2023-12-12 12:58:37 {"sensorData": "95","sensorId": "p7ZQJl","timestamp": "2023-12-12T11:58:37.681Z"}
2023-12-12 12:58:37 {"sensorData": "77","sensorId": "t0vEV0","timestamp": "2023-12-12T11:58:37.706Z"}
2023-12-12 12:58:37 {"sensorData": "66","sensorId": "CGfPbM","timestamp": "2023-12-12T11:58:37.732Z"}
2023-12-12 12:58:37 {"sensorData": "15","sensorId": "FqIr0y","timestamp": "2023-12-12T11:58:37.757Z"}
2023-12-12 12:58:37 {"sensorData": "54","sensorId": "spbHn0","timestamp": "2023-12-12T11:58:37.782Z"}
2023-12-12 12:58:37 {"sensorData": "61","sensorId": "U9ceYv","timestamp": "2023-12-12T11:58:37.808Z"}
2023-12-12 12:58:37 {"sensorData": "34","sensorId": "JlibSl","timestamp": "2023-12-12T11:58:37.833Z"}
2023-12-12 12:58:37 {"sensorData": "30","sensorId": "RVdmbJ","timestamp": "2023-12-12T11:58:37.859Z"}
2023-12-12 12:58:37 {"sensorData": "70","sensorId": "Z8WhlV","timestamp": "2023-12-12T11:58:37.884Z"}
2023-12-12 12:58:37 {"sensorData": "48","sensorId": "wKZhJZ","timestamp": "2023-12-12T11:58:37.910Z"}
2023-12-12 12:58:37 {"sensorData": "97","sensorId": "vkN2uT","timestamp": "2023-12-12T11:58:37.935Z"}
2023-12-12 12:58:37 {"sensorData": "91","sensorId": "a2FRNI","timestamp": "2023-12-12T11:58:37.960Z"}
2023-12-12 12:58:37 {"sensorData": "64","sensorId": "MiuCee","timestamp": "2023-12-12T11:58:37.986Z"}
2023-12-12 12:58:38 {"sensorData": "59","sensorId": "pZmKzb","timestamp": "2023-12-12T11:58:38.011Z"}
2023-12-12 12:58:38 {"sensorData": "11","sensorId": "71Ys9z","timestamp": "2023-12-12T11:58:38.037Z"}
2023-12-12 12:58:38 {"sensorData": "9","sensorId": "tgat6G","timestamp": "2023-12-12T11:58:38.062Z"}
2023-12-12 12:58:38 {"sensorData": "97","sensorId": "Hc3jkn","timestamp": "2023-12-12T11:58:38.088Z"}
2023-12-12 12:58:38 {"sensorData": "15","sensorId": "mrjAev","timestamp": "2023-12-12T11:58:38.114Z"}
2023-12-12 12:58:38 {"sensorData": "84","sensorId": "EuPzjB","timestamp": "2023-12-12T11:58:38.139Z"}
2023-12-12 12:58:38 {"sensorData": "65","sensorId": "j0YC4Z","timestamp": "2023-12-12T11:58:38.164Z"}
2023-12-12 12:58:38 {"sensorData": "56","sensorId": "0vVxxO","timestamp": "2023-12-12T11:58:38.190Z"}
2023-12-12 12:58:38 {"sensorData": "90","sensorId": "GZgSen","timestamp": "2023-12-12T11:58:38.215Z"}
2023-12-12 12:58:38 {"sensorData": "56","sensorId": "iGgM0V","timestamp": "2023-12-12T11:58:38.241Z"}
2023-12-12 12:58:38 {"sensorData": "5","sensorId": "amPhaD","timestamp": "2023-12-12T11:58:38.266Z"}
2023-12-12 12:58:38 {"sensorData": "69","sensorId": "4srSLc","timestamp": "2023-12-12T11:58:38.292Z"}
2023-12-12 12:58:38 {"sensorData": "77","sensorId": "7OKBDO","timestamp": "2023-12-12T11:58:38.317Z"}
2023-12-12 12:58:38 {"sensorData": "81","sensorId": "HZoOvu","timestamp": "2023-12-12T11:58:38.342Z"}
2023-12-12 12:58:38 {"sensorData": "80","sensorId": "lgqjq3","timestamp": "2023-12-12T11:58:38.368Z"}
2023-12-12 12:58:38 {"sensorData": "90","sensorId": "rwWjNd","timestamp": "2023-12-12T11:58:38.393Z"}
2023-12-12 12:58:38 {"sensorData": "30","sensorId": "oe7jSF","timestamp": "2023-12-12T11:58:38.419Z"}
2023-12-12 12:58:38 {"sensorData": "56","sensorId": "kjSP66","timestamp": "2023-12-12T11:58:38.444Z"}
2023-12-12 12:58:38 {"sensorData": "51","sensorId": "rqIDwW","timestamp": "2023-12-12T11:58:38.470Z"}
2023-12-12 12:58:38 {"sensorData": "60","sensorId": "LPZ2bL","timestamp": "2023-12-12T11:58:38.495Z"}
2023-12-12 12:58:38 {"sensorData": "7","sensorId": "MO31SZ","timestamp": "2023-12-12T11:58:38.521Z"}
2023-12-12 12:58:38 {"sensorData": "32","sensorId": "zuJHCr","timestamp": "2023-12-12T11:58:38.546Z"}
2023-12-12 12:58:38 {"sensorData": "44","sensorId": "ynEQDc","timestamp": "2023-12-12T11:58:38.571Z"}
2023-12-12 12:58:38 {"sensorData": "81","sensorId": "YYRzBE","timestamp": "2023-12-12T11:58:38.597Z"}
2023-12-12 12:58:38 {"sensorData": "25","sensorId": "AfqdSi","timestamp": "2023-12-12T11:58:38.622Z"}
2023-12-12 12:58:38 {"sensorData": "4","sensorId": "A70Xpz","timestamp": "2023-12-12T11:58:38.647Z"}
2023-12-12 12:58:38 {"sensorData": "44","sensorId": "PQHe3b","timestamp": "2023-12-12T11:58:38.673Z"}
2023-12-12 12:58:38 {"sensorData": "82","sensorId": "vbXhXE","timestamp": "2023-12-12T11:58:38.698Z"}
2023-12-12 12:58:38 {"sensorData": "86","sensorId": "o9TMc7","timestamp": "2023-12-12T11:58:38.724Z"}
2023-12-12 12:58:38 {"sensorData": "29","sensorId": "UfHjaw","timestamp": "2023-12-12T11:58:38.749Z"}
2023-12-12 12:58:38 {"sensorData": "46","sensorId": "qVr5CW","timestamp": "2023-12-12T11:58:38.774Z"}
2023-12-12 12:58:38 {"sensorData": "89","sensorId": "tVPMWC","timestamp": "2023-12-12T11:58:38.800Z"}
2023-12-12 12:58:38 {"sensorData": "31","sensorId": "H5lV24","timestamp": "2023-12-12T11:58:38.825Z"}
2023-12-12 12:58:38 {"sensorData": "75","sensorId": "20bN5G","timestamp": "2023-12-12T11:58:38.851Z"}
2023-12-12 12:58:38 {"sensorData": "22","sensorId": "42QkO5","timestamp": "2023-12-12T11:58:38.876Z"}
2023-12-12 12:58:38 {"sensorData": "83","sensorId": "eRbvAO","timestamp": "2023-12-12T11:58:38.902Z"}
2023-12-12 12:58:38 {"sensorData": "12","sensorId": "kfPR8Z","timestamp": "2023-12-12T11:58:38.927Z"}
2023-12-12 12:58:38 {"sensorData": "68","sensorId": "YRYQHX","timestamp": "2023-12-12T11:58:38.953Z"}
2023-12-12 12:58:38 {"sensorData": "3","sensorId": "BtdvkS","timestamp": "2023-12-12T11:58:38.978Z"}
2023-12-12 12:58:39 {"sensorData": "31","sensorId": "YNG0tF","timestamp": "2023-12-12T11:58:39.004Z"}
2023-12-12 12:58:39 {"sensorData": "51","sensorId": "Tif4lT","timestamp": "2023-12-12T11:58:39.029Z"}
2023-12-12 12:58:39 {"sensorData": "27","sensorId": "hIa5pY","timestamp": "2023-12-12T11:58:39.054Z"}
2023-12-12 12:58:39 {"sensorData": "45","sensorId": "XJ3m24","timestamp": "2023-12-12T11:58:39.080Z"}
2023-12-12 12:58:39 {"sensorData": "31","sensorId": "cMaYoE","timestamp": "2023-12-12T11:58:39.105Z"}
2023-12-12 12:58:39 {"sensorData": "28","sensorId": "H8WoeZ","timestamp": "2023-12-12T11:58:39.131Z"}
2023-12-12 12:58:39 {"sensorData": "32","sensorId": "nIQueQ","timestamp": "2023-12-12T11:58:39.156Z"}
2023-12-12 12:58:39 {"sensorData": "39","sensorId": "uCYfbR","timestamp": "2023-12-12T11:58:39.182Z"}
2023-12-12 12:58:39 {"sensorData": "73","sensorId": "1KW2kW","timestamp": "2023-12-12T11:58:39.207Z"}
2023-12-12 12:58:39 {"sensorData": "26","sensorId": "yor3kb","timestamp": "2023-12-12T11:58:39.233Z"}
2023-12-12 12:58:39 {"sensorData": "46","sensorId": "m0ozx2","timestamp": "2023-12-12T11:58:39.258Z"}
2023-12-12 12:58:39 {"sensorData": "65","sensorId": "BI8T8X","timestamp": "2023-12-12T11:58:39.283Z"}
2023-12-12 12:58:39 {"sensorData": "74","sensorId": "7CdZaZ","timestamp": "2023-12-12T11:58:39.309Z"}
2023-12-12 12:58:39 {"sensorData": "39","sensorId": "lJtJWK","timestamp": "2023-12-12T11:58:39.334Z"}
2023-12-12 12:58:39 {"sensorData": "11","sensorId": "6JJjyV","timestamp": "2023-12-12T11:58:39.360Z"}
2023-12-12 12:58:39 {"sensorData": "98","sensorId": "VOqkkm","timestamp": "2023-12-12T11:58:39.385Z"}
2023-12-12 12:58:39 {"sensorData": "30","sensorId": "j9QgAU","timestamp": "2023-12-12T11:58:39.411Z"}
2023-12-12 12:58:39 {"sensorData": "15","sensorId": "AJIJj2","timestamp": "2023-12-12T11:58:39.436Z"}
2023-12-12 12:58:39 {"sensorData": "11","sensorId": "5AIZah","timestamp": "2023-12-12T11:58:39.461Z"}
2023-12-12 12:58:39 {"sensorData": "92","sensorId": "w2DhET","timestamp": "2023-12-12T11:58:39.487Z"}
2023-12-12 12:58:39 {"sensorData": "51","sensorId": "P5jW30","timestamp": "2023-12-12T11:58:39.512Z"}
2023-12-12 12:58:39 {"sensorData": "70","sensorId": "rKUPhs","timestamp": "2023-12-12T11:58:39.538Z"}
2023-12-12 12:58:39 {"sensorData": "1","sensorId": "oiwhJ2","timestamp": "2023-12-12T11:58:39.563Z"}
2023-12-12 12:58:39 {"sensorData": "23","sensorId": "H933Zu","timestamp": "2023-12-12T11:58:39.589Z"}
2023-12-12 12:58:39 {"sensorData": "80","sensorId": "udp77x","timestamp": "2023-12-12T11:58:39.614Z"}
2023-12-12 12:58:39 {"sensorData": "9","sensorId": "0nJhVr","timestamp": "2023-12-12T11:58:39.640Z"}
2023-12-12 12:58:39 {"sensorData": "90","sensorId": "2K9fQt","timestamp": "2023-12-12T11:58:39.665Z"}
2023-12-12 12:58:39 {"sensorData": "16","sensorId": "pljWib","timestamp": "2023-12-12T11:58:39.691Z"}
2023-12-12 12:58:39 {"sensorData": "63","sensorId": "8vNqx1","timestamp": "2023-12-12T11:58:39.716Z"}
2023-12-12 12:58:39 {"sensorData": "55","sensorId": "uo4izB","timestamp": "2023-12-12T11:58:39.741Z"}
2023-12-12 12:58:39 {"sensorData": "41","sensorId": "iT78r7","timestamp": "2023-12-12T11:58:39.767Z"}
2023-12-12 12:58:39 {"sensorData": "63","sensorId": "7oqlAx","timestamp": "2023-12-12T11:58:39.792Z"}
2023-12-12 12:58:39 {"sensorData": "81","sensorId": "IwLEQo","timestamp": "2023-12-12T11:58:39.818Z"}
2023-12-12 12:58:39 {"sensorData": "82","sensorId": "df3vrX","timestamp": "2023-12-12T11:58:39.843Z"}
2023-12-12 12:58:39 {"sensorData": "29","sensorId": "OnOW4J","timestamp": "2023-12-12T11:58:39.869Z"}
2023-12-12 12:58:39 {"sensorData": "77","sensorId": "lEYgTc","timestamp": "2023-12-12T11:58:39.894Z"}
2023-12-12 12:58:39 {"sensorData": "3","sensorId": "jynRUY","timestamp": "2023-12-12T11:58:39.920Z"}
2023-12-12 12:58:39 {"sensorData": "22","sensorId": "yc2BgW","timestamp": "2023-12-12T11:58:39.945Z"}
2023-12-12 12:58:39 {"sensorData": "52","sensorId": "vJjaUX","timestamp": "2023-12-12T11:58:39.971Z"}
2023-12-12 12:58:39 {"sensorData": "6","sensorId": "OvFXZs","timestamp": "2023-12-12T11:58:39.996Z"}
2023-12-12 12:58:40 {"sensorData": "10","sensorId": "IujRQw","timestamp": "2023-12-12T11:58:40.022Z"}
2023-12-12 12:58:40 {"sensorData": "25","sensorId": "BkHZlz","timestamp": "2023-12-12T11:58:40.047Z"}
2023-12-12 12:58:40 {"sensorData": "23","sensorId": "pl7KTh","timestamp": "2023-12-12T11:58:40.072Z"}
2023-12-12 12:58:40 {"sensorData": "74","sensorId": "D2vgn0","timestamp": "2023-12-12T11:58:40.098Z"}
2023-12-12 12:58:40 {"sensorData": "35","sensorId": "diVLB5","timestamp": "2023-12-12T11:58:40.123Z"}
2023-12-12 12:58:40 {"sensorData": "11","sensorId": "hpOGyj","timestamp": "2023-12-12T11:58:40.149Z"}
2023-12-12 12:58:40 {"sensorData": "30","sensorId": "HIHWUE","timestamp": "2023-12-12T11:58:40.174Z"}
2023-12-12 12:58:40 {"sensorData": "76","sensorId": "BJ52Cq","timestamp": "2023-12-12T11:58:40.199Z"}
2023-12-12 12:58:40 {"sensorData": "70","sensorId": "Ne2OnL","timestamp": "2023-12-12T11:58:40.225Z"}
2023-12-12 12:58:40 {"sensorData": "6","sensorId": "MEFRUj","timestamp": "2023-12-12T11:58:40.250Z"}
2023-12-12 12:58:40 {"sensorData": "28","sensorId": "gsINYf","timestamp": "2023-12-12T11:58:40.276Z"}
2023-12-12 12:58:40 {"sensorData": "61","sensorId": "GHT7hM","timestamp": "2023-12-12T11:58:40.301Z"}
2023-12-12 12:58:40 {"sensorData": "58","sensorId": "H0Yk5O","timestamp": "2023-12-12T11:58:40.327Z"}
2023-12-12 12:58:40 {"sensorData": "65","sensorId": "gqdQSI","timestamp": "2023-12-12T11:58:40.352Z"}
2023-12-12 12:58:40 {"sensorData": "51","sensorId": "CPLG5h","timestamp": "2023-12-12T11:58:40.377Z"}
2023-12-12 12:58:40 {"sensorData": "69","sensorId": "TkGqSo","timestamp": "2023-12-12T11:58:40.403Z"}
2023-12-12 12:58:40 {"sensorData": "5","sensorId": "XYbuPY","timestamp": "2023-12-12T11:58:40.428Z"}
2023-12-12 12:58:40 {"sensorData": "54","sensorId": "IApMQs","timestamp": "2023-12-12T11:58:40.453Z"}
2023-12-12 12:58:40 {"sensorData": "76","sensorId": "zYPZBp","timestamp": "2023-12-12T11:58:40.478Z"}
2023-12-12 12:58:40 {"sensorData": "44","sensorId": "wwDeHa","timestamp": "2023-12-12T11:58:40.504Z"}
2023-12-12 12:58:40 {"sensorData": "98","sensorId": "nmDaaD","timestamp": "2023-12-12T11:58:40.529Z"}
2023-12-12 12:58:40 {"sensorData": "10","sensorId": "NrUlRa","timestamp": "2023-12-12T11:58:40.555Z"}
2023-12-12 12:58:40 {"sensorData": "91","sensorId": "wqdTfT","timestamp": "2023-12-12T11:58:40.580Z"}
2023-12-12 12:58:40 {"sensorData": "8","sensorId": "G621su","timestamp": "2023-12-12T11:58:40.605Z"}
2023-12-12 12:58:40 {"sensorData": "49","sensorId": "Xul8EO","timestamp": "2023-12-12T11:58:40.631Z"}
2023-12-12 12:58:40 {"sensorData": "74","sensorId": "Chqgwb","timestamp": "2023-12-12T11:58:40.656Z"}
2023-12-12 12:58:40 {"sensorData": "15","sensorId": "e9bype","timestamp": "2023-12-12T11:58:40.682Z"}
2023-12-12 12:58:40 {"sensorData": "67","sensorId": "sVNZRE","timestamp": "2023-12-12T11:58:40.707Z"}
2023-12-12 12:58:40 {"sensorData": "98","sensorId": "8YHTgS","timestamp": "2023-12-12T11:58:40.733Z"}
2023-12-12 12:58:40 {"sensorData": "78","sensorId": "KuOcA5","timestamp": "2023-12-12T11:58:40.758Z"}
2023-12-12 12:58:40 {"sensorData": "76","sensorId": "W4wY1x","timestamp": "2023-12-12T11:58:40.784Z"}
2023-12-12 12:58:40 {"sensorData": "88","sensorId": "gzrzl5","timestamp": "2023-12-12T11:58:40.809Z"}
2023-12-12 12:58:40 {"sensorData": "96","sensorId": "0zYYlv","timestamp": "2023-12-12T11:58:40.835Z"}
2023-12-12 12:58:40 {"sensorData": "50","sensorId": "rboZv2","timestamp": "2023-12-12T11:58:40.860Z"}
2023-12-12 12:58:40 {"sensorData": "63","sensorId": "TV6GNs","timestamp": "2023-12-12T11:58:40.885Z"}
2023-12-12 12:58:40 {"sensorData": "92","sensorId": "ENFLcW","timestamp": "2023-12-12T11:58:40.911Z"}
2023-12-12 12:58:40 {"sensorData": "36","sensorId": "lRkce8","timestamp": "2023-12-12T11:58:40.936Z"}
2023-12-12 12:58:40 {"sensorData": "18","sensorId": "pruEsG","timestamp": "2023-12-12T11:58:40.962Z"}
2023-12-12 12:58:40 {"sensorData": "27","sensorId": "Lxjvif","timestamp": "2023-12-12T11:58:40.987Z"}
2023-12-12 12:58:41 {"sensorData": "15","sensorId": "Uvho8M","timestamp": "2023-12-12T11:58:41.013Z"}
2023-12-12 12:58:41 {"sensorData": "13","sensorId": "8zVie3","timestamp": "2023-12-12T11:58:41.038Z"}
2023-12-12 12:58:41 {"sensorData": "36","sensorId": "hZ6wgp","timestamp": "2023-12-12T11:58:41.064Z"}
2023-12-12 12:58:41 {"sensorData": "43","sensorId": "wTi6gr","timestamp": "2023-12-12T11:58:41.089Z"}
2023-12-12 12:58:41 {"sensorData": "9","sensorId": "nue7Pl","timestamp": "2023-12-12T11:58:41.114Z"}
2023-12-12 12:58:41 {"sensorData": "61","sensorId": "LY9IlS","timestamp": "2023-12-12T11:58:41.140Z"}
2023-12-12 12:58:41 {"sensorData": "22","sensorId": "pMYwzS","timestamp": "2023-12-12T11:58:41.165Z"}
2023-12-12 12:58:41 {"sensorData": "23","sensorId": "E7E0RM","timestamp": "2023-12-12T11:58:41.191Z"}
2023-12-12 12:58:41 {"sensorData": "18","sensorId": "X298md","timestamp": "2023-12-12T11:58:41.216Z"}
2023-12-12 12:58:41 {"sensorData": "47","sensorId": "0nfB9c","timestamp": "2023-12-12T11:58:41.242Z"}
2023-12-12 12:58:41 {"sensorData": "23","sensorId": "kUNxuz","timestamp": "2023-12-12T11:58:41.267Z"}
2023-12-12 12:58:41 {"sensorData": "66","sensorId": "Uizof3","timestamp": "2023-12-12T11:58:41.293Z"}
2023-12-12 12:58:41 {"sensorData": "32","sensorId": "UDXGvW","timestamp": "2023-12-12T11:58:41.318Z"}
2023-12-12 12:58:41 {"sensorData": "36","sensorId": "GYywbD","timestamp": "2023-12-12T11:58:41.343Z"}
2023-12-12 12:58:41 {"sensorData": "49","sensorId": "8FTipu","timestamp": "2023-12-12T11:58:41.369Z"}
2023-12-12 12:58:41 {"sensorData": "9","sensorId": "KUns2K","timestamp": "2023-12-12T11:58:41.394Z"}
2023-12-12 12:58:41 {"sensorData": "96","sensorId": "5DIO5t","timestamp": "2023-12-12T11:58:41.419Z"}
2023-12-12 12:58:41 {"sensorData": "58","sensorId": "qgOU2c","timestamp": "2023-12-12T11:58:41.445Z"}
2023-12-12 12:58:41 {"sensorData": "34","sensorId": "1D0Z8H","timestamp": "2023-12-12T11:58:41.470Z"}
2023-12-12 12:58:41 {"sensorData": "13","sensorId": "m1AWLO","timestamp": "2023-12-12T11:58:41.495Z"}
2023-12-12 12:58:41 {"sensorData": "74","sensorId": "BoIvQe","timestamp": "2023-12-12T11:58:41.521Z"}
2023-12-12 12:58:41 {"sensorData": "21","sensorId": "LyjZCV","timestamp": "2023-12-12T11:58:41.546Z"}
2023-12-12 12:58:41 {"sensorData": "18","sensorId": "uWOjpE","timestamp": "2023-12-12T11:58:41.572Z"}
2023-12-12 12:58:41 {"sensorData": "6","sensorId": "mb3y1r","timestamp": "2023-12-12T11:58:41.597Z"}
2023-12-12 12:58:41 {"sensorData": "64","sensorId": "A3k2iQ","timestamp": "2023-12-12T11:58:41.623Z"}
2023-12-12 12:58:41 {"sensorData": "59","sensorId": "WUkvgr","timestamp": "2023-12-12T11:58:41.648Z"}
2023-12-12 12:58:41 {"sensorData": "38","sensorId": "IaU0Wx","timestamp": "2023-12-12T11:58:41.674Z"}
2023-12-12 12:58:41 {"sensorData": "33","sensorId": "aZ5m1W","timestamp": "2023-12-12T11:58:41.699Z"}
2023-12-12 12:58:41 {"sensorData": "10","sensorId": "QeSg72","timestamp": "2023-12-12T11:58:41.724Z"}
2023-12-12 12:58:41 {"sensorData": "4","sensorId": "dIhXqp","timestamp": "2023-12-12T11:58:41.750Z"}
2023-12-12 12:58:41 {"sensorData": "38","sensorId": "xGr3Hb","timestamp": "2023-12-12T11:58:41.775Z"}
2023-12-12 12:58:41 {"sensorData": "48","sensorId": "rwRrmL","timestamp": "2023-12-12T11:58:41.801Z"}
2023-12-12 12:58:41 {"sensorData": "71","sensorId": "bvbRzR","timestamp": "2023-12-12T11:58:41.826Z"}
2023-12-12 12:58:41 {"sensorData": "49","sensorId": "vHSwdX","timestamp": "2023-12-12T11:58:41.852Z"}
2023-12-12 12:58:41 {"sensorData": "86","sensorId": "udqPHH","timestamp": "2023-12-12T11:58:41.877Z"}
2023-12-12 12:58:41 {"sensorData": "80","sensorId": "cHqu36","timestamp": "2023-12-12T11:58:41.902Z"}
2023-12-12 12:58:41 {"sensorData": "97","sensorId": "dH9e2a","timestamp": "2023-12-12T11:58:41.928Z"}
2023-12-12 12:58:41 {"sensorData": "23","sensorId": "qQHJnp","timestamp": "2023-12-12T11:58:41.953Z"}
2023-12-12 12:58:41 {"sensorData": "81","sensorId": "rcbJdq","timestamp": "2023-12-12T11:58:41.979Z"}
2023-12-12 12:58:42 {"sensorData": "72","sensorId": "LVULsb","timestamp": "2023-12-12T11:58:42.004Z"}
2023-12-12 12:58:42 {"sensorData": "89","sensorId": "k5DnCC","timestamp": "2023-12-12T11:58:42.030Z"}
2023-12-12 12:58:42 {"sensorData": "48","sensorId": "sAbGgI","timestamp": "2023-12-12T11:58:42.055Z"}
2023-12-12 12:58:42 {"sensorData": "99","sensorId": "sV7HW6","timestamp": "2023-12-12T11:58:42.081Z"}
2023-12-12 12:58:42 {"sensorData": "2","sensorId": "Zmsy8a","timestamp": "2023-12-12T11:58:42.106Z"}
2023-12-12 12:58:42 {"sensorData": "78","sensorId": "ob3w4u","timestamp": "2023-12-12T11:58:42.131Z"}
2023-12-12 12:58:42 {"sensorData": "8","sensorId": "wUYNjZ","timestamp": "2023-12-12T11:58:42.157Z"}
2023-12-12 12:58:42 {"sensorData": "87","sensorId": "nwlFfi","timestamp": "2023-12-12T11:58:42.182Z"}
2023-12-12 12:58:42 {"sensorData": "10","sensorId": "1cgRpw","timestamp": "2023-12-12T11:58:42.208Z"}
2023-12-12 12:58:42 {"sensorData": "67","sensorId": "lxdxw5","timestamp": "2023-12-12T11:58:42.233Z"}
2023-12-12 12:58:42 {"sensorData": "22","sensorId": "rnsL8g","timestamp": "2023-12-12T11:58:42.258Z"}
2023-12-12 12:58:42 {"sensorData": "40","sensorId": "f5uspF","timestamp": "2023-12-12T11:58:42.284Z"}
2023-12-12 12:58:42 {"sensorData": "0","sensorId": "vLWmN3","timestamp": "2023-12-12T11:58:42.309Z"}
2023-12-12 12:58:42 {"sensorData": "81","sensorId": "0n5bK6","timestamp": "2023-12-12T11:58:42.335Z"}
2023-12-12 12:58:42 {"sensorData": "85","sensorId": "7Zhmdz","timestamp": "2023-12-12T11:58:42.360Z"}
2023-12-12 12:58:42 {"sensorData": "33","sensorId": "9Faeyu","timestamp": "2023-12-12T11:58:42.386Z"}
2023-12-12 12:58:42 {"sensorData": "84","sensorId": "MZg7y3","timestamp": "2023-12-12T11:58:42.411Z"}
2023-12-12 12:58:42 {"sensorData": "95","sensorId": "bU7070","timestamp": "2023-12-12T11:58:42.437Z"}
2023-12-12 12:58:42 {"sensorData": "83","sensorId": "GUmBKt","timestamp": "2023-12-12T11:58:42.462Z"}
2023-12-12 12:58:42 {"sensorData": "7","sensorId": "LSyKly","timestamp": "2023-12-12T11:58:42.488Z"}
2023-12-12 12:58:42 {"sensorData": "64","sensorId": "IQ6kFb","timestamp": "2023-12-12T11:58:42.513Z"}
2023-12-12 12:58:42 {"sensorData": "77","sensorId": "14m1Mj","timestamp": "2023-12-12T11:58:42.538Z"}
2023-12-12 12:58:42 {"sensorData": "81","sensorId": "H9GbUT","timestamp": "2023-12-12T11:58:42.564Z"}
2023-12-12 12:58:42 {"sensorData": "76","sensorId": "sad3TC","timestamp": "2023-12-12T11:58:42.590Z"}
2023-12-12 12:58:42 {"sensorData": "47","sensorId": "2YbAF7","timestamp": "2023-12-12T11:58:42.615Z"}
2023-12-12 12:58:42 {"sensorData": "34","sensorId": "86P000","timestamp": "2023-12-12T11:58:42.640Z"}
2023-12-12 12:58:42 {"sensorData": "75","sensorId": "A7w850","timestamp": "2023-12-12T11:58:42.666Z"}
2023-12-12 12:58:42 {"sensorData": "39","sensorId": "NHA5ID","timestamp": "2023-12-12T11:58:42.691Z"}
2023-12-12 12:58:42 {"sensorData": "76","sensorId": "p3nhSo","timestamp": "2023-12-12T11:58:42.717Z"}
2023-12-12 12:58:42 {"sensorData": "32","sensorId": "njgjgU","timestamp": "2023-12-12T11:58:42.742Z"}
2023-12-12 12:58:42 {"sensorData": "75","sensorId": "4IOtF8","timestamp": "2023-12-12T11:58:42.767Z"}
2023-12-12 12:58:42 {"sensorData": "85","sensorId": "AZoduO","timestamp": "2023-12-12T11:58:42.793Z"}
2023-12-12 12:58:42 {"sensorData": "58","sensorId": "2gSf93","timestamp": "2023-12-12T11:58:42.818Z"}
2023-12-12 12:58:42 {"sensorData": "45","sensorId": "PhT0pZ","timestamp": "2023-12-12T11:58:42.844Z"}
2023-12-12 12:58:42 {"sensorData": "12","sensorId": "tH9lfM","timestamp": "2023-12-12T11:58:42.869Z"}
2023-12-12 12:58:42 {"sensorData": "90","sensorId": "LKT9x8","timestamp": "2023-12-12T11:58:42.894Z"}
2023-12-12 12:58:42 {"sensorData": "13","sensorId": "SK9IOS","timestamp": "2023-12-12T11:58:42.920Z"}
2023-12-12 12:58:42 {"sensorData": "20","sensorId": "OLZrRI","timestamp": "2023-12-12T11:58:42.945Z"}
2023-12-12 12:58:42 {"sensorData": "32","sensorId": "4vin3f","timestamp": "2023-12-12T11:58:42.971Z"}
2023-12-12 12:58:42 {"sensorData": "88","sensorId": "6R1HqK","timestamp": "2023-12-12T11:58:42.996Z"}
2023-12-12 12:58:43 {"sensorData": "89","sensorId": "LIIrhF","timestamp": "2023-12-12T11:58:43.022Z"}
2023-12-12 12:58:43 {"sensorData": "48","sensorId": "VlCxVr","timestamp": "2023-12-12T11:58:43.047Z"}
2023-12-12 12:58:43 {"sensorData": "9","sensorId": "CZXui3","timestamp": "2023-12-12T11:58:43.073Z"}
2023-12-12 12:58:43 {"sensorData": "89","sensorId": "b818OS","timestamp": "2023-12-12T11:58:43.098Z"}
